2024-10-03 19:25:26,864 INFO    MainThread:149570 [wandb_setup.py:_flush():77] Current SDK version is 0.17.8
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_setup.py:_flush():77] Configure stats pid to 149570
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_setup.py:_flush():77] Loading settings from /home/geo_llm/.config/wandb/settings
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_setup.py:_flush():77] Loading settings from /home/geo_llm/llama3-finetune/wandb/settings
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_setup.py:_flush():77] Loading settings from environment variables: {}
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_setup.py:_flush():77] Applying setup settings: {'_disable_service': False}
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_setup.py:_flush():77] Inferring run settings from compute environment: {'program_relpath': 'Evaluate_Llama3.py', 'program_abspath': '/home/geo_llm/llama3-finetune/Evaluate_Llama3.py', 'program': '/home/geo_llm/llama3-finetune/Evaluate_Llama3.py'}
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_setup.py:_flush():77] Applying login settings: {}
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_init.py:_log_setup():524] Logging user logs to /home/geo_llm/llama3-finetune/wandb/run-20241003_192526-n8lgbv4e/logs/debug.log
2024-10-03 19:25:26,865 INFO    MainThread:149570 [wandb_init.py:_log_setup():525] Logging internal logs to /home/geo_llm/llama3-finetune/wandb/run-20241003_192526-n8lgbv4e/logs/debug-internal.log
2024-10-03 19:25:26,866 INFO    MainThread:149570 [wandb_init.py:init():607] calling init triggers
2024-10-03 19:25:26,866 INFO    MainThread:149570 [wandb_init.py:init():614] wandb.init called with sweep_config: {}
config: {}
2024-10-03 19:25:26,866 INFO    MainThread:149570 [wandb_init.py:init():657] starting backend
2024-10-03 19:25:26,866 INFO    MainThread:149570 [wandb_init.py:init():661] setting up manager
2024-10-03 19:25:26,867 INFO    MainThread:149570 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-10-03 19:25:26,868 INFO    MainThread:149570 [wandb_init.py:init():669] backend started and connected
2024-10-03 19:25:26,869 INFO    MainThread:149570 [wandb_init.py:init():767] updated telemetry
2024-10-03 19:25:26,875 INFO    MainThread:149570 [wandb_init.py:init():800] communicating run to backend with 90.0 second timeout
2024-10-03 19:25:27,365 INFO    MainThread:149570 [wandb_init.py:init():851] starting run threads in backend
2024-10-03 19:25:31,192 INFO    MainThread:149570 [wandb_run.py:_console_start():2463] atexit reg
2024-10-03 19:25:31,192 INFO    MainThread:149570 [wandb_run.py:_redirect():2309] redirect: wrap_raw
2024-10-03 19:25:31,193 INFO    MainThread:149570 [wandb_run.py:_redirect():2374] Wrapping output streams.
2024-10-03 19:25:31,193 INFO    MainThread:149570 [wandb_run.py:_redirect():2399] Redirects installed.
2024-10-03 19:25:31,194 INFO    MainThread:149570 [wandb_init.py:init():894] run started, returning control to user process
2024-10-03 19:25:38,622 WARNING MsgRouterThr:149570 [router.py:message_loop():77] message_loop has been closed
